"min1","min2","min3","min4","min5","min6","min7","min8","min9","min10","min11","min12","max1","max2","max3","max4","max5","max6","max7","max8","max9","max10","max11","max12","avg1","avg2","avg3","avg4","avg5","avg6","avg7","avg8","avg9","avg10","avg11","avg12","rain1","rain2","rain3","rain4","rain5","rain6","rain7","rain8","rain9","rain10","rain11","rain12"
-10.4,-10.8,-6.7,-1,4.6,9.8,12,10.8,6.3,2.2,-2.6,-7.4,-3.7,-3.7,0.8,7.4,15.2,20,21.4,19.4,13.6,7.8,2.2,-1.4,-7.1,-7.2143,-2.9429,3.1214,9.8643,14.864,16.707,15.114,9.9714,5.0143,-0.24286,-4.5071,41.643,32.071,34,36.714,37.429,47.714,69.929,80,69.571,68.429,66.571,54.571
-11.3,-11.6,-7.2,-1.4,4.1,9.5,11.8,10.6,6.1,1.7,-3.3,-8.4,-4.7,-4.4,0.5,7.2,15.1,20,21.6,19.3,13.4,7.3,1.4,-2.5,-7.95,-7.9722,-3.3333,2.8722,9.6833,14.806,16.706,14.961,9.6833,4.5167,-0.95556,-5.4056,40.889,31.611,35,36.278,38.556,49.556,68.333,82.056,68.778,65.556,64.278,53.222
-10.5,-10.8,-6.6,-0.8,4.9,10.1,12.3,11.2,6.7,2.4,-2.6,-7.6,-4.2,-3.9,0.9,7.5,15.4,20.2,21.7,19.7,13.8,7.8,1.9,-1.9,-7.38,-7.37,-2.89,3.39,10.17,15.17,17.05,15.4,10.2,5.05,-0.4,-4.77,37.2,29.7,33.5,35.2,37.2,46.6,64,79.3,69.8,66,64.2,51.8
-12,-12.5,-8.3,-2.4,3,8.4,10.7,9.4,5,0.9,-4.1,-9.2,-5.2,-4.9,0.3,6.6,14.7,19.8,21.3,19,12.8,6.6,0.6,-3,-8.575,-8.675,-3.925,2.0917,8.9167,14.225,16.133,14.275,8.925,3.7417,-1.7417,-6.1333,44.417,32.833,34.833,36.333,41.333,55.333,77.333,85,64.417,61.167,59.75,51.833
-11.7,-12.2,-8,-2.2,3.2,8.5,10.8,9.6,5.2,1.2,-3.8,-8.8,-4.7,-4.5,0.5,6.9,14.9,19.9,21.4,19.1,13.1,7,1.1,-2.5,-8.1833,-8.2833,-3.6278,2.4444,9.2167,14.422,16.306,14.544,9.2611,4.1278,-1.3,-5.6722,43.611,32.667,34.722,36.556,40.056,53.056,75.278,83.5,65.833,63.278,61.833,52.833
-12.2,-12.5,-8.1,-2.3,3.4,9.1,11.4,10,5.4,1.1,-4.1,-9.3,-5.5,-5.2,0.1,6.4,14.5,19.6,21.2,18.9,12.7,6.5,0.5,-3.4,-8.8583,-8.8417,-3.9167,2.1,9.0167,14.408,16.375,14.475,9.0917,3.8083,-1.775,-6.3167,44.5,33.25,35.5,36.25,40.417,54.833,74,84.917,65.917,61.667,61.083,52.417
-11.7,-12,-7.5,-1.8,3.8,9.3,11.6,10.3,5.8,1.5,-3.6,-8.8,-5.1,-4.9,0.3,6.8,14.8,19.8,21.3,19,13,6.8,0.8,-3,-8.4167,-8.4611,-3.6389,2.4556,9.3389,14.611,16.533,14.711,9.3722,4.1389,-1.4056,-5.8667,43.389,32.889,35.833,36.389,39.556,52.556,71.722,83.889,67.278,63.833,62.889,53.389
-13.1,-13.7,-9.4,-3.3,2.1,7.7,10.1,8.6,4.2,0.3,-5.1,-10.4,-5.8,-5.6,-0.3,5.8,13.8,19.3,20.9,18.3,12.1,5.9,0,-3.8,-9.45,-9.6111,-4.8389,1.2444,7.9556,13.567,15.583,13.539,8.2056,3.0556,-2.5556,-7.1444,40.556,29.667,31.278,32.667,39.778,55.167,74,82.222,60.833,56,52.444,44.833
-12.9,-13.4,-9.2,-3.2,2.2,7.7,10,8.6,4.3,0.3,-4.9,-10.2,-5.5,-5.3,0,6.2,14.4,19.6,21.2,18.7,12.4,6.2,0.3,-3.4,-9.0944,-9.2167,-4.4722,1.5667,8.3889,13.833,15.75,13.783,8.4056,3.2667,-2.2389,-6.7389,43.778,31.778,33.389,35.278,41.5,56.611,77.444,85.167,62.944,59.222,56.722,49.167
-13.7,-14.1,-9.3,-3.1,2.6,8.5,10.8,9.2,4.7,0.5,-5,-10.6,-6,-5.8,-0.3,5.7,13.7,19.2,20.9,18.4,12.3,6,0,-3.9,-9.6944,-9.7667,-4.6889,1.3333,8.2333,13.922,15.956,13.911,8.5667,3.3111,-2.3944,-7.1889,41.333,30.833,32.333,33.056,39.833,56.222,72.833,82.611,61.889,56.056,53.889,46.222
-12.8,-13.1,-8.5,-2.5,3.2,8.9,11.2,9.7,5.1,0.9,-4.3,-9.8,-5.7,-5.5,-0.1,6.1,14.3,19.5,21.1,18.6,12.4,6.2,0.2,-3.5,-9.2111,-9.2278,-4.2444,1.75,8.6778,14.211,16.2,14.233,8.8167,3.5222,-2.0778,-6.6889,43.833,32.611,34.333,35.167,40.5,56,74.278,84.611,64.111,59.333,58.222,49.944
-14.2,-14.5,-10.1,-3.7,1.9,7.8,10.2,8.7,4.1,0,-5.8,-11.4,-5.7,-5.7,-0.7,5.1,12.8,18.6,20.6,18.1,12.1,5.7,-0.2,-4,-9.9765,-10.153,-5.4588,0.66471,7.3,13.2,15.4,13.324,8.0353,2.7353,-3.0824,-7.7412,35.412,26.706,28.706,28.235,37.118,52.176,68.059,76.588,57.059,50.941,45.471,39
-13.9,-14.3,-9.8,-3.6,1.8,7.7,10.1,8.5,4.1,0.1,-5.5,-11,-5.9,-5.7,-0.6,5.3,13.1,18.7,20.6,18,12,5.6,-0.3,-4.1,-9.8308,-10,-5.2538,0.83077,7.5462,13.308,15.392,13.308,8.0462,2.8077,-2.9231,-7.5538,38.231,28.462,30.154,30.462,38.615,54.077,71.308,79.769,59,53.462,49,42.077
-15.1,-15.3,-10.5,-4,1.9,7.9,10.4,8.7,4.2,-0.1,-6,-12,-6.4,-6.3,-0.9,5,12.9,18.7,20.5,18,11.9,5.5,-0.5,-4.5,-10.635,-10.688,-5.6059,0.52941,7.3765,13.247,15.459,13.312,8.0294,2.6588,-3.2588,-8.1529,36.529,27.765,29.412,29.353,38.412,55.882,70,78.824,58.529,51.647,46.765,40.294
-14.5,-14.8,-9.8,-3.5,2.3,8.2,10.6,9,4.4,0.2,-5.4,-11.4,-6.3,-6.1,-0.6,5.3,13.2,18.9,20.7,18.1,12.1,5.7,-0.3,-4.3,-10.269,-10.323,-5.2308,0.86154,7.7154,13.546,15.646,13.577,8.2538,2.9462,-2.8538,-7.7769,39,29.538,30.692,31.538,39.231,56.462,71.462,80.846,60.308,53.692,50.308,43.231
-10.6,-10.2,-6,0.6,6.3,10.2,11.8,10.8,6.8,2.7,-2,-7.1,-4.4,-3.2,1.5,9.4,17.2,20.8,22,20.9,15.4,9.2,2.4,-1.8,-7.5467,-6.76,-2.2867,4.98,11.687,15.44,16.82,15.833,11.06,5.8933,0.16667,-4.4933,36.6,29,31.667,40.6,51.467,71.867,82.467,74.867,66.667,55.2,54.933,47.667
-10.7,-10.2,-6.1,0.5,6.2,10,11.6,10.7,6.7,2.6,-2.1,-7.2,-4.4,-3.2,1.6,9.6,17.2,20.7,21.9,20.9,15.4,9.2,2.5,-1.8,-7.6,-6.68,-2.24,5.08,11.7,15.37,16.76,15.8,11.06,5.85,0.15,-4.54,36.5,28.9,32.7,41.7,53.1,74.6,83.3,73.7,65.8,54.7,54.4,48
-11.2,-10.8,-6.4,0.5,6.3,10.2,11.8,10.7,6.5,2.4,-2.4,-7.5,-4.9,-3.5,1.4,9.7,17.4,21,22.2,21,15.3,9,2.1,-2.2,-7.9474,-7.0316,-2.4789,5.1158,11.863,15.605,17,15.879,10.989,5.7579,-0.089474,-4.8,36.211,29,32.211,38.947,51.632,73.263,83.526,73,64.737,52.684,52.579,46.105
-11.1,-10.5,-6.2,0.7,6.4,10.2,11.8,10.7,6.6,2.5,-2.3,-7.4,-4.4,-3,1.9,10.3,17.9,21.3,22.4,21.4,15.9,9.5,2.5,-1.8,-7.7429,-6.7,-2.1571,5.4464,12.114,15.757,17.089,16.064,11.218,5.9429,0.10714,-4.6107,36.5,29.143,33.964,39.464,54.214,75.857,84.786,70.393,63,52.071,51.821,46.464
-10.8,-10.6,-6.6,-0.1,5.7,9.7,11.6,10.6,6.5,2.4,-2.3,-7.4,-5.1,-4,0.9,8.9,16.9,20.7,21.9,20.6,15,8.5,1.8,-2.5,-8,-7.3636,-2.9091,4.3,11.145,15.1,16.609,15.473,10.627,5.4455,-0.27273,-4.9727,37.091,29.364,30.636,39,49.636,68.091,80.545,78.545,67.455,57.182,55.818,46.909
-10.6,-10.4,-6.2,0.4,6.1,10.1,11.9,10.9,6.8,2.7,-2,-7.2,-4.5,-3.4,1.4,9.3,17.1,20.8,22,20.8,15.3,9.1,2.4,-1.9,-7.6133,-6.9267,-2.4867,4.7533,11.54,15.387,16.853,15.76,10.973,5.8,0.073333,-4.62,36.8,29,30.933,39.4,49.8,68.933,80.733,76.4,66.933,56.133,55.267,47.133
-11.1,-10.9,-6.6,0.4,6.2,10.3,11.9,10.7,6.6,2.5,-2.4,-7.5,-4.9,-3.7,1.2,9.5,17.3,21,22.2,20.9,15.3,8.9,2,-2.2,-8.0387,-7.2806,-2.671,4.8613,11.71,15.597,17.061,15.823,10.919,5.6742,-0.2,-4.8871,36,29,31.258,38.161,48.516,70.323,81.419,75.29,65.871,53.194,54.065,46
-10.6,-10.6,-6.5,0.1,5.9,10.3,12.3,11.1,6.8,2.6,-2.3,-7.3,-4.5,-3.7,1,8.7,16.6,20.7,22,20.5,14.9,8.6,2.1,-2,-7.5476,-7.0714,-2.6619,4.3714,11.243,15.505,17.148,15.819,10.919,5.6714,-0.0047619,-4.6238,33.905,26.762,29.095,35.905,46.429,62.143,74.286,78.238,69.19,60.238,55.762,43.857
-10.8,-10.6,-6.5,-0.1,5.7,9.8,11.6,10.7,6.6,2.5,-2.3,-7.3,-4.6,-3.8,1,8.9,17,20.9,22.2,20.7,15,8.7,2.1,-2.1,-7.7667,-7.181,-2.7048,4.4476,11.357,15.414,16.971,15.733,10.862,5.6381,-0.085714,-4.7714,35.333,28.19,29.19,37.095,47.429,65.095,77.238,77.619,67.19,57.333,54.952,45
-10.2,-10.3,-6.3,-0.1,5.6,10.4,12.5,11.3,7,2.7,-2.2,-7.1,-4.4,-3.8,0.7,8.1,16,20.4,21.9,20.1,14.5,8.2,1.9,-2,-7.4,-7.0917,-2.8167,3.925,10.717,15.367,17.125,15.633,10.675,5.3833,-0.21667,-4.6083,32.833,26,30.917,35.75,43.833,53.917,68.167,78.25,73.25,67.5,60.417,45.75
-10.4,-10.4,-6.3,0,5.8,10.5,12.4,11.2,7,2.7,-2.2,-7.2,-4.4,-3.7,0.9,8.4,16.3,20.6,22,20.3,14.7,8.5,2.1,-1.9,-7.3733,-7.02,-2.7133,4.1467,10.98,15.453,17.153,15.76,10.827,5.6067,-0.046667,-4.5333,33.133,26.133,29.667,35.6,45.267,57.667,70.733,78.4,71.333,64.133,57.933,44.333
-10.7,-10.8,-6.7,-0.3,5.3,10.4,12.3,11.1,6.7,2.3,-2.7,-7.6,-4.5,-4,0.7,8.2,16.1,20.6,22.1,20.2,14.5,8.1,1.7,-2.2,-7.6929,-7.3476,-2.9714,3.9976,10.788,15.495,17.243,15.671,10.655,5.2357,-0.47381,-4.8857,36.548,28.286,33.881,37.357,44.119,64.857,75.452,83.071,76.381,69.214,63.119,51.429
-10.2,-10.3,-6.3,-0.3,5.3,10.5,12.7,11.5,7.1,2.6,-2.5,-7.4,-4.2,-3.9,0.8,7.9,15.8,20.5,22,20,14.2,8,1.8,-2,-7.225,-7.1125,-2.7625,3.75,10.488,15.488,17.362,15.65,10.538,5.2625,-0.3625,-4.7375,34.75,27.625,33.125,34.5,37.875,47.25,62.5,78.25,72.375,68,64.125,50.625
-10.1,-10.3,-6.2,-0.2,5.5,10.5,12.7,11.4,7.1,2.7,-2.3,-7.2,-4.4,-4,0.7,7.9,15.8,20.5,22,19.9,14.2,7.9,1.7,-2.2,-7.2667,-7.1667,-2.8,3.8,10.6,15.5,17.333,15.6,10.6,5.3,-0.36667,-4.7,34,27,33,35,40,49.667,64.667,78.333,74.333,69.667,64.333,50
-11.2,-11.4,-7.1,-1.2,4.5,9.9,12.2,10.9,6.3,1.8,-3.4,-8.4,-4.8,-4.5,0.4,7.1,15.2,20.1,21.8,19.4,13.6,7.2,1.1,-2.7,-8.0556,-7.9889,-3.3722,2.9,9.8,14.95,16.994,15.1,9.8333,4.4333,-1.1611,-5.6056,41.667,32.056,35.722,35.167,36.889,49.444,66.5,82.111,69.444,66.444,64.722,53.778
-10.6,-10.8,-6.6,-0.8,4.9,10.2,12.5,11.2,6.7,2.2,-2.9,-7.8,-4.4,-4.1,0.8,7.6,15.5,20.4,22,19.8,14,7.7,1.6,-2.2,-7.57,-7.44,-2.98,3.39,10.18,15.28,17.21,15.42,10.26,4.93,-0.67,-5.05,37.7,29.9,34.3,34.9,36.9,47.5,63.7,79.9,70.6,67.1,64.5,52.2
-11.4,-11.5,-7.4,-1.3,4.3,10,12.4,10.9,6.4,1.7,-3.5,-8.7,-4.6,-4.3,0.3,7.2,15.2,20.2,22,19.6,13.8,7.3,1,-2.7,-8,-7.8733,-3.4467,2.98,9.7467,15.107,17.16,15.18,10.033,4.44,-1.2667,-5.6467,44.467,33.8,38.667,35.6,36.267,51,68.2,83,71.4,69.467,68.133,59.2
-10.7,-10.7,-6.8,-0.7,5,10.4,12.7,11.2,6.8,2.2,-2.9,-7.8,-4.3,-3.9,0.8,7.9,15.8,20.6,22.2,20,14.3,8,1.6,-2.2,-7.52,-7.336,-3.028,3.572,10.276,15.48,17.444,15.58,10.5,5.004,-0.728,-5.048,41.2,32.16,38.84,36.12,38.36,52.8,68.64,82.32,75.2,71.64,69.76,59.92
-12.2,-12.2,-7.7,-1.9,3.9,9.7,12,10.6,5.9,1.3,-3.9,-9.3,-5.7,-5.3,0,6.3,14.4,19.6,21.4,18.9,12.8,6.4,0.4,-3.5,-8.9417,-8.8083,-3.8583,2.1417,9.125,14.608,16.65,14.742,9.2833,3.8167,-1.8083,-6.4083,44.25,33.833,35.833,35.667,38.417,54.25,70.333,83.75,66.75,62.25,61.917,52.667
-11.8,-12,-7.5,-1.7,4,9.6,12,10.7,6,1.5,-3.8,-9,-5.2,-4.9,0.2,6.7,14.9,20,21.6,19.3,13.2,6.9,0.8,-3.1,-8.5111,-8.3889,-3.6167,2.5167,9.4722,14.8,16.844,14.961,9.5944,4.1722,-1.5,-5.9944,43.556,33.167,35.944,35.333,37.389,51.833,68.556,83.167,67.722,64.333,63.333,53.556
-12.9,-12.9,-8.3,-2.2,3.6,9.6,12,10.5,5.7,1.1,-4.3,-9.9,-5.8,-5.5,-0.1,6.2,14.3,19.7,21.5,19,12.9,6.4,0.2,-3.6,-9.2333,-9.025,-4.05,2.0583,9.0083,14.658,16.75,14.783,9.3583,3.8,-1.9833,-6.6083,43.75,33.5,36.417,35.667,37.167,55.417,70.25,83.167,68.083,64,62.667,53.833
-12.3,-12.3,-7.9,-1.8,3.9,9.7,12.1,10.6,6.1,1.4,-3.9,-9.3,-5.2,-4.9,0.1,6.7,14.8,19.9,21.6,19.2,13.2,6.8,0.7,-3.2,-8.7167,-8.5722,-3.8556,2.3889,9.2722,14.783,16.878,14.889,9.5833,4.0111,-1.7056,-6.2333,44.611,34,37.556,35.722,36.778,53.278,69.5,83.444,69.556,66.611,65.389,56.611
-13.8,-14.2,-9.2,-3,2.9,8.9,11.2,9.7,5.1,0.8,-4.8,-10.7,-6.3,-5.9,0,5.7,14,19.3,21.2,18.7,12.5,6.1,0.1,-3.9,-9.8667,-9.7,-4.3944,1.4111,8.5056,14.217,16.322,14.367,8.9222,3.45,-2.3,-7.2,42.5,32.611,34.056,34.333,39.889,57.889,70.611,82.278,64.222,56.667,56.778,48.222
-12.8,-13,-8.2,-2.4,3.5,9.4,11.7,10.3,5.6,1.2,-4.2,-9.8,-5.9,-5.5,0,6.1,14.3,19.6,21.4,18.9,12.8,6.3,0.2,-3.6,-9.3,-9.1333,-3.9889,1.8389,8.9389,14.5,16.572,14.644,9.1833,3.7056,-1.9889,-6.6833,43.944,33.611,34.889,35.056,39.167,55.833,70.778,83.167,65.611,59.889,59.722,50.944
-14.6,-14.6,-9.6,-3.5,2.5,8.8,11.3,9.7,4.9,0.2,-5.7,-11.6,-6.4,-6.1,-0.3,5.7,13.9,19.3,21.1,18.6,12.4,6,-0.1,-4.1,-10.328,-10.083,-4.7444,1.2056,8.3333,14.183,16.378,14.278,8.75,3.1333,-2.7333,-7.6222,41.5,32.333,34.333,34.889,39.389,60,71.5,82.667,65.389,58.556,57.444,48.611
-13.6,-13.5,-8.7,-2.6,3.2,9.4,11.8,10.3,5.4,0.8,-4.8,-10.5,-6,-5.7,-0.1,6,14.2,19.6,21.4,18.9,12.7,6.3,0.1,-3.7,-9.6944,-9.4944,-4.3222,1.6722,8.7278,14.456,16.611,14.578,9.0944,3.5111,-2.2944,-7.05,43,33.222,35.556,35.444,38.333,57.778,71,83.056,66.722,61.5,60.222,51.333
-15.6,-15.6,-10.6,-4.2,1.9,7.8,10.3,8.6,4.1,-0.2,-6.4,-12.5,-6.9,-6.6,-0.9,4.9,12.9,18.7,20.6,18,12,5.5,-0.6,-4.8,-11.253,-11.124,-5.7353,0.37647,7.4059,13.329,15.524,13.359,8.0294,2.5588,-3.4824,-8.5647,37.176,29.176,30.647,31.294,39.824,59.824,70.941,80.765,61.176,52.529,49.529,42.294
-14.6,-14.9,-9.9,-3.5,2.4,8.3,10.7,9.1,4.6,0.3,-5.4,-11.4,-6.6,-6.3,-0.6,5.1,13.1,18.9,20.7,18.2,12.2,5.8,-0.2,-4.5,-10.631,-10.554,-5.1692,0.82308,7.8538,13.692,15.831,13.769,8.4462,3,-2.8923,-7.9615,40.154,30.923,32.538,33,40.077,59,71,81.692,62.615,54.462,53.308,45.231
-15.9,-15.9,-10.9,-4.6,1.6,7.8,10.3,8.6,4,-0.6,-6.8,-12.9,-7.6,-7.2,-1.2,4.8,12.8,18.7,20.8,17.9,11.7,5,-1.1,-5.2,-11.688,-11.471,-6.0412,0.070588,7.1882,13.312,15.559,13.306,7.8412,2.1941,-3.9176,-8.9941,38.235,30.588,32.353,33.588,41.118,62.765,72.824,81.353,63.294,55.059,52.059,44.176
-15.1,-15.1,-10.1,-3.9,2.2,8.5,11,9.4,4.6,0,-6.1,-12.1,-7,-6.6,-0.7,5.1,13.3,18.9,20.9,18.2,12,5.5,-0.6,-4.7,-11.023,-10.777,-5.3769,0.62308,7.7846,13.738,15.985,13.792,8.3,2.6538,-3.3308,-8.3308,39.923,31.692,33.692,34.308,40.538,61.692,72.154,82.154,64.154,56.615,54.538,46.385
-12.2,-12.2,-8,-1.4,4.2,9.8,12.3,10.8,6.3,1.6,-3.6,-8.8,-4.9,-4.4,0.3,7.4,15.1,20.2,22,19.9,14,7.5,1.3,-2.5,-8.3568,-8.1541,-3.6351,2.9838,9.6162,15.041,17.168,15.419,10.211,4.6081,-1.0514,-5.573,42.135,32.568,37.703,36.649,38.081,55.405,70.838,81.892,73.784,69.838,67.649,58.973
-13.8,-13.9,-9.3,-2.6,3.1,9,11.6,10.2,5.5,1,-4.5,-10.3,-6.2,-5.8,-0.4,5.9,14,19.4,21.4,19,12.9,6.3,0.2,-3.8,-9.9083,-9.7417,-4.6917,1.675,8.5417,14.275,16.55,14.567,9.1583,3.6083,-2.1583,-7.0167,40.833,32,34.5,36,37,57.083,70.583,82.5,68.667,65.25,61.333,52.917
-13.4,-13.4,-9,-2.3,3.3,9.1,11.7,10.3,5.7,1.2,-4.1,-9.8,-5.8,-5.4,-0.2,6.3,14.2,19.6,21.5,19.2,13.2,6.7,0.5,-3.4,-9.4222,-9.2333,-4.4,2.0389,8.8,14.411,16.661,14.789,9.4667,3.8889,-1.8167,-6.5167,41.889,32.5,35.944,36.167,37.167,55.611,70.444,82.278,70.889,67.444,64.5,56
-15.3,-15.3,-10.3,-3.8,2.1,8.6,11.2,9.5,4.6,0,-5.9,-12,-6.8,-6.5,-0.6,5.5,13.7,19.3,21.3,18.6,12.4,5.8,-0.3,-4.4,-11.039,-10.883,-5.4167,0.81667,7.85,13.928,16.233,14,8.5111,2.8611,-3.1556,-8.2111,38.778,31.111,33.056,34.833,38.556,61.778,72.778,81.889,65.278,60.5,55.444,46.944
-14.5,-14.5,-9.7,-3.1,2.7,9,11.5,9.9,5.2,0.6,-5.1,-11.1,-6.5,-6.2,-0.5,5.7,13.8,19.4,21.4,18.8,12.7,6.2,0,-4.1,-10.356,-10.194,-4.9222,1.3611,8.2722,14.228,16.444,14.361,8.9,3.3222,-2.5444,-7.5,39.667,31.111,33.389,35.333,37.278,59.333,71.667,82.333,66.833,62.5,58.056,49.333
-16.4,-16.3,-11.4,-4.9,1.4,8.2,10.7,8.9,4.2,-0.6,-7,-13.3,-7.7,-7.2,-1.3,4.8,12.8,18.7,20.8,18,11.7,5,-1.1,-5.3,-12.128,-11.883,-6.4111,-0.16667,6.9667,13.294,15.683,13.322,7.8333,2.0833,-4.15,-9.3611,37.444,30.833,32.889,34.167,41.611,63.111,73.167,80,64.333,57.167,52.611,44.278
-15.6,-15.5,-10.6,-4,2.1,8.6,11.1,9.4,4.6,0,-6.1,-12.3,-7.5,-7.1,-1.1,5,13,18.9,21,18.1,11.9,5.3,-0.9,-5.1,-11.458,-11.2,-5.725,0.50833,7.575,13.8,16.142,13.808,8.3333,2.625,-3.45,-8.6417,37.667,30.333,32.333,34,39.583,61.75,72.083,80.333,64.417,58.333,53.417,45.25
-14.1,-14.5,-10.3,-3.9,1.7,8.1,10.7,9,4.4,0,-6,-11.5,-5.5,-5.6,-0.7,5,12.3,18.4,20.6,18.3,12.5,6,0,-3.8,-9.8091,-10.118,-5.5636,0.55455,6.9818,13.255,15.673,13.673,8.4364,2.9273,-3.0273,-7.6818,32.545,25.909,27.455,25.091,32.636,44.636,57.545,68.273,55.091,48.545,43,36.455
-14,-14.4,-10.3,-3.8,1.7,7.8,10.3,8.8,4.3,0,-6,-11.4,-5.6,-5.6,-0.6,5.1,12.5,18.5,20.6,18.3,12.5,6.1,0,-3.7,-9.7111,-9.9722,-5.4222,0.66667,7.0722,13.167,15.489,13.517,8.3389,2.9667,-2.9444,-7.5222,33.944,26.389,28.389,26.833,34.333,46.444,60.167,71,57.111,50,45.5,38.722
-15.7,-15.7,-11.2,-4.5,1.7,8.3,10.9,9.2,4.3,-0.5,-7,-13,-6.4,-6.4,-1.5,4.3,11.3,17.7,20.1,17.8,12,5.4,-0.6,-4.5,-11.2,-11.188,-6.4375,-0.25,6.275,12.862,15.438,13.4,8.075,2.375,-3.8625,-8.85,36.5,30.5,30.5,27.25,32,43.625,54,65.125,57.375,52,49.375,40.75
-14.3,-14.6,-10.3,-3.7,2,8.5,11.2,9.4,4.7,0,-6,-11.7,-5.8,-5.9,-1.1,4.6,11.7,18.1,20.4,18.1,12.2,5.7,-0.3,-4.1,-10.067,-10.267,-5.7333,0.4,6.8,13.267,15.8,13.733,8.4,2.8,-3.2,-7.9333,32.667,26.667,27.667,24.667,32,44,56,66.333,55,49,43.667,36.667
-18.8,-18.4,-13.7,-6.6,0.4,7.1,9.6,7.8,2.9,-2.5,-9.8,-16.3,-8,-8,-2.7,2.9,9.8,16.8,19.3,16.9,11,4.3,-1.8,-6,-13.082,-12.876,-7.9294,-1.6,5.2,12.041,14.582,12.524,7.0706,1.0529,-5.4706,-10.794,36,30.118,30.471,27.882,32.529,45.941,56.941,65.765,57.294,51,47.824,39.412
-17.1,-16.9,-12.4,-5.5,1,7.7,10.3,8.6,3.6,-1.4,-8.2,-14.5,-7.1,-7.2,-2,3.7,10.6,17.3,19.7,17.5,11.5,5,-1,-5.2,-11.917,-11.875,-7.0417,-0.81667,5.8333,12.533,15.117,13.067,7.6833,1.8667,-4.4583,-9.6167,37.583,31.583,31.25,28.167,32.25,44.417,54.833,65.25,58,52.667,50.167,41.417
-15.1,-15.1,-10.6,-4,2,8.2,10.8,9.1,4.3,-0.2,-6.4,-12.2,-5.6,-5.7,-0.9,4.9,12.3,18.3,20.5,18.1,12.2,5.7,-0.3,-4,-10.167,-10.267,-5.6667,0.54,7.1067,13.307,15.673,13.593,8.2533,2.7533,-3.2733,-7.9467,29.667,23,25.267,22.667,32.667,47.267,60.667,68.4,52.267,46.133,37.667,31.867
-14.5,-14.7,-10.3,-3.8,1.8,8,10.5,8.8,4.2,-0.1,-6,-11.7,-5.8,-5.9,-1,4.9,12.5,18.4,20.4,18,12,5.5,-0.5,-4.2,-10.111,-10.25,-5.6833,0.51667,7.0944,13.161,15.483,13.394,8.0889,2.6889,-3.2444,-7.9,32.5,24.889,27.056,25.444,35,49.778,64.333,72.667,54.611,48.333,41.222,35.333
-16.1,-16.1,-11.3,-4.7,1.5,7.7,10.2,8.4,3.8,-0.6,-7.1,-13.2,-6.6,-6.4,-1.2,4.7,12.2,18.2,20.3,17.9,11.8,5.3,-0.7,-4.7,-11.329,-11.229,-6.2471,0.047059,6.8706,12.994,15.276,13.124,7.7353,2.2412,-3.9,-8.8941,32.118,25.176,26.765,25.706,35.588,53.529,65.588,72.765,55.176,48.294,40.882,34.882
-15.5,-15.6,-10.8,-4.3,1.7,7.8,10.2,8.5,4,-0.3,-6.5,-12.5,-6.5,-6.4,-1.2,4.7,12.4,18.3,20.4,17.8,11.8,5.3,-0.7,-4.6,-11.033,-11.006,-5.9778,0.23889,7.0667,13.083,15.328,13.167,7.8556,2.4222,-3.6278,-8.5722,33.722,26.222,27.833,27.111,37.056,54.778,67.778,76,56.667,49.556,43.167,37.056
-16.4,-16.4,-11.9,-5,1.4,7.8,10.2,8.6,3.7,-1,-7.4,-13.7,-6.3,-6.3,-1.4,4.5,11.6,17.9,20.2,17.9,12,5.5,-0.4,-4.4,-11.289,-11.244,-6.5278,-0.18333,6.45,12.883,15.289,13.289,7.8889,2.25,-3.8833,-8.9889,32.444,26.056,27.278,24.222,31.722,46.056,57.611,66.167,54.333,49.056,41.278,34
-15.6,-15.6,-11.1,-4.3,1.8,8.1,10.6,8.9,4.1,-0.5,-6.8,-12.8,-5.5,-5.6,-0.9,4.9,12.1,18.3,20.6,18.2,12.3,5.8,-0.2,-3.9,-10.527,-10.507,-5.88,0.35333,6.9133,13.207,15.62,13.587,8.1933,2.6333,-3.4533,-8.2267,29.667,23.467,25.267,22.2,31.533,45.6,58.4,66.267,52.067,46.2,37.533,31.333
-17.2,-17.1,-12.5,-5.7,0.9,7.2,9.6,7.8,3.2,-1.6,-8.2,-14.6,-7.1,-6.9,-1.7,4.3,11.5,17.8,19.9,17.6,11.5,4.9,-1,-5.1,-12.129,-12,-7.0619,-0.62381,6.181,12.586,14.876,12.781,7.319,1.6429,-4.5286,-9.8286,32.857,26.19,27.429,25.524,34.476,52.381,63.476,69.714,55.429,49.238,40.905,34.238
-16.4,-16.3,-11.7,-4.9,1.4,7.6,10.1,8.3,3.7,-0.9,-7.4,-13.6,-6.8,-6.6,-1.4,4.5,12,18,20.2,17.8,11.7,5.1,-0.8,-4.8,-11.654,-11.508,-6.5692,-0.20769,6.6,12.838,15.138,13.031,7.5846,2.0231,-4.1538,-9.2615,31.846,25.231,26.692,25,34.846,52.385,64.154,70.692,54.769,48.231,40.154,34
-18.1,-18.1,-13.6,-6.2,0.6,7.1,9.4,7.8,3,-2,-8.9,-15.8,-7.7,-7.7,-2.5,3.5,10.4,17.2,19.4,17.2,11.1,4.5,-1.4,-5.9,-12.85,-12.857,-8.0357,-1.3714,5.4286,12.15,14.457,12.564,7.0143,1.1786,-5.0857,-10.779,35.786,29,29.429,26.571,32.643,48.643,59.571,67.286,57.286,51.786,44.714,36.214
